Date,Product,Category,Region,Quantity,Unit_Price,Discount_%,Revenue,Cost,Profit,Month,Month_Str
2024-04-27,Protein Shaker,Sports,North,2,16.21,0,32.42,16.36,16.06,2024-04,Apr 2024
2024-10-09,Bluetooth Speaker,Electronics,North,1,58.59,0,58.59,34.14,24.45,2024-10,Oct 2024
2024-12-05,Denim Jacket,Clothing,Central,4,64.91,0,259.64,152.72,106.92,2024-12,Dec 2024
2024-05-28,Wireless Headphones,Electronics,West,1,95.46,5,90.69,43.95,46.74,2024-05,May 2024
2024-05-22,Casual T-Shirt,Clothing,South,2,19.2,0,38.4,20.61,17.79,2024-05,May 2024
2024-03-10,Wireless Headphones,Electronics,South,1,80.91,0,80.91,36.66,44.25,2024-03,Mar 2024
2024-08-01,Cutting Board,Home & Kitchen,West,3,24.55,0,73.65,47.03,26.62,2024-08,Aug 2024
2024-01-05,Laptop Stand,Electronics,West,2,45.69,0,91.38,43.29,48.09,2024-01,Jan 2024
2024-02-28,Gym Gloves,Sports,North,2,18.86,0,37.72,21.94,15.78,2024-02,Feb 2024
2024-07-23,Knife Set,Home & Kitchen,Central,3,47.23,0,141.69,70.74,70.95,2024-07,Jul 2024
2024-07-04,Running Shoes,Clothing,North,5,71.1,0,355.5,168.2,187.3,2024-07,Jul 2024
2024-02-09,Wireless Headphones,Electronics,East,5,91.03,0,455.15,257.4,197.75,2024-02,Feb 2024
2024-01-22,Winter Hoodie,Clothing,West,3,53.36,0,160.08,97.83,62.25,2024-01,Jan 2024
2024-06-14,Denim Jacket,Clothing,North,1,58.3,10,52.47,29.55,22.92,2024-06,Jun 2024
2024-10-09,Bluetooth Speaker,Electronics,East,5,64.47,0,322.35,205.18,117.17,2024-10,Oct 2024
2024-08-04,Smart Watch,Electronics,West,2,135.07,0,270.14,143.59,126.55,2024-08,Aug 2024
2024-09-29,Smart Watch,Electronics,Central,1,155.4,0,155.4,82.91,72.49,2024-09,Sep 2024
2024-08-26,Laptop Stand,Electronics,West,4,46.74,0,186.96,92.79,94.17,2024-08,Aug 2024
2024-12-25,Coffee Maker,Home & Kitchen,West,5,78.02,5,370.6,238.09,132.51,2024-12,Dec 2024
2024-11-09,Casual T-Shirt,Clothing,South,5,18.28,0,91.4,44.45,46.95,2024-11,Nov 2024
2024-12-11,USB-C Hub,Electronics,Central,4,35.13,0,140.52,65.92,74.6,2024-12,Dec 2024
2024-02-14,Yoga Pants,Clothing,South,2,43.09,10,77.56,49.12,28.44,2024-02,Feb 2024
2024-10-12,Air Fryer,Home & Kitchen,South,2,95.33,0,190.66,115.58,75.08,2024-10,Oct 2024
2024-06-21,Denim Jacket,Clothing,West,5,54.1,10,243.45,121.1,122.35,2024-06,Jun 2024
2024-10-14,Bluetooth Speaker,Electronics,Central,2,69.47,0,138.94,76.81,62.13,2024-10,Oct 2024
2024-11-18,Casual T-Shirt,Clothing,North,2,18.03,15,30.65,19.71,10.94,2024-11,Nov 2024
2024-08-01,Running Shoes,Clothing,North,3,81.7,0,245.1,148.69,96.41,2024-08,Aug 2024
2024-11-11,Laptop Stand,Electronics,West,4,46.44,0,185.76,88.06,97.7,2024-11,Nov 2024
2024-06-23,Resistance Bands,Sports,East,5,19.23,0,96.15,51.29,44.86,2024-06,Jun 2024
2024-01-25,Bluetooth Speaker,Electronics,East,2,70.17,0,140.34,74.19,66.15,2024-01,Jan 2024
2024-12-20,Wireless Headphones,Electronics,North,4,86.07,0,344.28,171.11,173.17,2024-12,Dec 2024
2024-07-27,Finance 101,Books,South,2,26.05,0,52.1,23.97,28.13,2024-07,Jul 2024
2024-07-05,Wireless Headphones,Electronics,North,2,96.95,0,193.9,99.42,94.48,2024-07,Jul 2024
2024-11-28,Smart Watch,Electronics,East,4,163.12,0,652.48,329.53,322.95,2024-11,Nov 2024
2024-09-10,Knife Set,Home & Kitchen,South,3,47.75,0,143.25,70.94,72.31,2024-09,Sep 2024
2024-10-18,Finance 101,Books,North,4,21.84,0,87.36,44.33,43.03,2024-10,Oct 2024
2024-06-28,Smart Watch,Electronics,West,4,156.72,0,626.88,342.83,284.05,2024-06,Jun 2024
2024-04-15,Knife Set,Home & Kitchen,North,5,47.75,0,238.75,114.79,123.96,2024-04,Apr 2024
2024-08-11,USB-C Hub,Electronics,South,2,31.9,0,63.8,33.71,30.09,2024-08,Aug 2024
2024-08-08,Cutting Board,Home & Kitchen,North,4,26.93,5,102.33,52.13,50.2,2024-08,Aug 2024
2024-04-25,Laptop Stand,Electronics,East,1,41.77,0,41.77,19.68,22.09,2024-04,Apr 2024
2024-11-19,Laptop Stand,Electronics,South,5,49.41,0,247.05,133.14,113.91,2024-11,Nov 2024
2024-06-07,Knife Set,Home & Kitchen,Central,3,45.7,5,130.24,66.15,64.09,2024-06,Jun 2024
2024-05-17,Denim Jacket,Clothing,South,2,61.43,0,122.86,67.59,55.27,2024-05,May 2024
2024-03-28,Cutting Board,Home & Kitchen,South,1,23.15,0,23.15,13.21,9.94,2024-03,Mar 2024
2024-08-12,Knife Set,Home & Kitchen,North,3,49.43,0,148.29,72.97,75.32,2024-08,Aug 2024
2024-09-16,Python Programming,Books,East,4,25.54,0,102.16,47.88,54.28,2024-09,Sep 2024
2024-10-09,Protein Shaker,Sports,South,1,16.33,0,16.33,7.37,8.96,2024-10,Oct 2024
2024-10-07,USB-C Hub,Electronics,South,5,34.75,10,156.38,80.5,75.88,2024-10,Oct 2024
2024-09-02,Coffee Maker,Home & Kitchen,South,5,80.67,5,383.18,175.88,207.3,2024-09,Sep 2024
2024-03-29,Coffee Maker,Home & Kitchen,North,2,77.6,0,155.2,70.7,84.5,2024-03,Mar 2024
2024-10-02,Air Fryer,Home & Kitchen,South,4,104.49,0,417.96,248.62,169.34,2024-10,Oct 2024
2024-03-18,Denim Jacket,Clothing,West,2,54.61,5,103.76,58.66,45.1,2024-03,Mar 2024
2024-11-29,Cutting Board,Home & Kitchen,North,5,25.5,0,127.5,80.77,46.73,2024-11,Nov 2024
2024-01-22,Casual T-Shirt,Clothing,Central,5,21.6,0,108.0,63.21,44.79,2024-01,Jan 2024
2024-05-30,Coffee Maker,Home & Kitchen,East,5,75.4,0,377.0,219.55,157.45,2024-05,May 2024
2024-03-27,Knife Set,Home & Kitchen,South,5,43.58,0,217.9,102.17,115.73,2024-03,Mar 2024
2024-04-18,Self Help Book,Books,East,3,17.65,0,52.95,32.09,20.86,2024-04,Apr 2024
2024-12-20,Wireless Headphones,Electronics,North,1,89.97,0,89.97,42.14,47.83,2024-12,Dec 2024
2024-10-17,Finance 101,Books,Central,5,24.07,0,120.35,67.37,52.98,2024-10,Oct 2024
2024-08-06,Winter Hoodie,Clothing,Central,1,53.79,0,53.79,25.69,28.1,2024-08,Aug 2024
2024-08-05,Laptop Stand,Electronics,East,3,48.52,0,145.56,74.82,70.74,2024-08,Aug 2024
2024-12-05,Running Shoes,Clothing,South,5,77.92,0,389.6,232.86,156.74,2024-12,Dec 2024
2024-04-18,Knife Set,Home & Kitchen,West,4,47.28,5,179.66,98.81,80.85,2024-04,Apr 2024
2024-07-06,Cutting Board,Home & Kitchen,West,1,23.92,0,23.92,13.72,10.2,2024-07,Jul 2024
2024-07-18,Business Strategy,Books,North,2,22.1,0,44.2,22.52,21.68,2024-07,Jul 2024
2024-07-29,Wireless Headphones,Electronics,North,3,90.52,0,271.56,134.9,136.66,2024-07,Jul 2024
2024-04-07,Blender,Home & Kitchen,Central,3,52.49,0,157.47,89.71,67.76,2024-04,Apr 2024
2024-08-19,Knife Set,Home & Kitchen,Central,3,41.72,5,118.9,55.28,63.62,2024-08,Aug 2024
2024-06-02,Jump Rope,Sports,North,4,11.66,10,41.98,19.07,22.91,2024-06,Jun 2024
2024-04-27,Running Shoes,Clothing,Central,1,82.0,0,82.0,52.16,29.84,2024-04,Apr 2024
2024-08-02,Coffee Maker,Home & Kitchen,South,5,73.0,0,365.0,235.01,129.99,2024-08,Aug 2024
2024-06-12,Winter Hoodie,Clothing,South,3,56.74,15,144.69,78.18,66.51,2024-06,Jun 2024
2024-04-19,Winter Hoodie,Clothing,Central,1,54.06,0,54.06,31.46,22.6,2024-04,Apr 2024
2024-11-15,Casual T-Shirt,Clothing,South,1,21.76,0,21.76,13.95,7.81,2024-11,Nov 2024
2024-11-01,Smart Watch,Electronics,South,3,144.17,0,432.51,228.52,203.99,2024-11,Nov 2024
2024-08-05,Wireless Headphones,Electronics,East,4,89.93,0,359.72,224.6,135.12,2024-08,Aug 2024
2024-10-18,Cutting Board,Home & Kitchen,South,2,25.15,0,50.3,28.6,21.7,2024-10,Oct 2024
2024-01-16,USB-C Hub,Electronics,South,3,32.56,0,97.68,55.59,42.09,2024-01,Jan 2024
2024-05-11,Smart Watch,Electronics,East,3,157.68,10,425.74,222.22,203.52,2024-05,May 2024
2024-12-11,Winter Hoodie,Clothing,North,2,51.45,0,102.9,47.13,55.77,2024-12,Dec 2024
2024-09-10,Winter Hoodie,Clothing,South,5,49.62,5,235.7,113.1,122.6,2024-09,Sep 2024
2024-09-02,Business Strategy,Books,South,5,19.86,0,99.3,55.94,43.36,2024-09,Sep 2024
2024-06-20,Denim Jacket,Clothing,East,2,61.19,10,110.14,58.0,52.14,2024-06,Jun 2024
2024-04-04,Wireless Headphones,Electronics,West,2,87.95,0,175.9,88.46,87.44,2024-04,Apr 2024
2024-05-13,Coffee Maker,Home & Kitchen,West,2,83.49,0,166.98,88.97,78.01,2024-05,May 2024
2024-06-27,Jump Rope,Sports,South,1,12.17,0,12.17,5.62,6.55,2024-06,Jun 2024
2024-11-25,Coffee Maker,Home & Kitchen,South,3,81.63,0,244.89,131.84,113.05,2024-11,Nov 2024
2024-01-29,Laptop Stand,Electronics,West,3,40.96,0,122.88,67.87,55.01,2024-01,Jan 2024
2024-06-27,Denim Jacket,Clothing,North,5,54.31,0,271.55,150.46,121.09,2024-06,Jun 2024
2024-11-28,Yoga Mat,Sports,East,5,31.84,0,159.2,73.04,86.16,2024-11,Nov 2024
2024-01-01,Wireless Headphones,Electronics,East,2,96.94,5,184.19,93.81,90.38,2024-01,Jan 2024
2024-07-06,USB-C Hub,Electronics,Central,2,36.8,0,73.6,35.56,38.04,2024-07,Jul 2024
2024-01-18,Bluetooth Speaker,Electronics,Central,5,59.68,0,298.4,174.41,123.99,2024-01,Jan 2024
2024-06-03,USB-C Hub,Electronics,East,1,34.41,0,34.41,17.79,16.62,2024-06,Jun 2024
2024-01-06,Smart Watch,Electronics,North,5,141.16,0,705.8,342.88,362.92,2024-01,Jan 2024
2024-10-27,Python Programming,Books,East,2,27.06,0,54.12,29.08,25.04,2024-10,Oct 2024
2024-11-04,Blender,Home & Kitchen,West,2,59.12,5,112.33,55.6,56.73,2024-11,Nov 2024
2024-08-01,Yoga Pants,Clothing,West,3,38.67,0,116.01,61.95,54.06,2024-08,Aug 2024
2024-06-28,Blender,Home & Kitchen,East,5,51.49,10,231.7,145.51,86.19,2024-06,Jun 2024
2024-11-05,Cutting Board,Home & Kitchen,East,4,25.88,0,103.52,49.34,54.18,2024-11,Nov 2024
2024-03-25,Bluetooth Speaker,Electronics,South,1,63.82,0,63.82,32.58,31.24,2024-03,Mar 2024
2024-06-06,Blender,Home & Kitchen,South,5,56.03,0,280.15,135.11,145.04,2024-06,Jun 2024
2024-03-28,Yoga Pants,Clothing,East,3,42.62,0,127.86,69.63,58.23,2024-03,Mar 2024
2024-05-16,Laptop Stand,Electronics,South,5,45.61,0,228.05,136.15,91.9,2024-05,May 2024
2024-05-27,Cutting Board,Home & Kitchen,South,5,27.06,0,135.3,79.67,55.63,2024-05,May 2024
2024-05-13,Smart Watch,Electronics,North,3,142.61,0,427.83,194.57,233.26,2024-05,May 2024
2024-12-20,Blender,Home & Kitchen,North,1,50.51,0,50.51,28.29,22.22,2024-12,Dec 2024
2024-01-01,Winter Hoodie,Clothing,South,4,52.53,0,210.12,99.67,110.45,2024-01,Jan 2024
2024-07-29,Coffee Maker,Home & Kitchen,East,1,82.95,10,74.66,42.14,32.52,2024-07,Jul 2024
2024-12-25,Smart Watch,Electronics,North,2,143.23,0,286.46,162.59,123.87,2024-12,Dec 2024
2024-02-08,Running Shoes,Clothing,North,2,79.09,0,158.18,89.5,68.68,2024-02,Feb 2024
2024-01-15,Bluetooth Speaker,Electronics,West,4,66.94,0,267.76,163.26,104.5,2024-01,Jan 2024
2024-03-09,Protein Shaker,Sports,East,5,15.19,0,75.95,44.49,31.46,2024-03,Mar 2024
2024-07-07,Resistance Bands,Sports,West,1,21.52,0,21.52,10.68,10.84,2024-07,Jul 2024
2024-10-24,Gym Gloves,Sports,North,5,16.95,0,84.75,44.18,40.57,2024-10,Oct 2024
2024-05-09,Yoga Mat,Sports,West,4,32.97,15,112.1,64.92,47.18,2024-05,May 2024
2024-08-10,Resistance Bands,Sports,West,1,18.61,0,18.61,8.58,10.03,2024-08,Aug 2024
2024-12-24,Wireless Headphones,Electronics,West,4,83.78,0,335.12,171.73,163.39,2024-12,Dec 2024
2024-08-01,Casual T-Shirt,Clothing,West,3,18.03,0,54.09,34.31,19.78,2024-08,Aug 2024
2024-08-04,Data Science Guide,Books,South,4,32.38,5,123.04,59.87,63.17,2024-08,Aug 2024
2024-05-23,Protein Shaker,Sports,West,3,14.25,0,42.75,26.15,16.6,2024-05,May 2024
2024-06-03,Gym Gloves,Sports,Central,2,18.95,0,37.9,22.29,15.61,2024-06,Jun 2024
2024-12-02,Gym Gloves,Sports,South,3,18.04,0,54.12,27.73,26.39,2024-12,Dec 2024
2024-03-30,Finance 101,Books,North,5,24.88,0,124.4,79.46,44.94,2024-03,Mar 2024
2024-04-18,Protein Shaker,Sports,West,1,15.29,0,15.29,8.86,6.43,2024-04,Apr 2024
2024-04-13,Blender,Home & Kitchen,North,3,60.05,0,180.15,84.24,95.91,2024-04,Apr 2024
2024-06-26,Laptop Stand,Electronics,West,4,45.7,0,182.8,99.71,83.09,2024-06,Jun 2024
2024-04-08,Business Strategy,Books,West,4,21.86,0,87.44,55.48,31.96,2024-04,Apr 2024
2024-05-30,USB-C Hub,Electronics,West,2,34.35,5,65.26,29.98,35.28,2024-05,May 2024
2024-09-20,Resistance Bands,Sports,East,3,20.52,5,58.48,27.86,30.62,2024-09,Sep 2024
2024-08-09,Gym Gloves,Sports,North,4,18.16,15,61.74,32.34,29.4,2024-08,Aug 2024
2024-03-22,Running Shoes,Clothing,North,5,68.0,0,340.0,181.28,158.72,2024-03,Mar 2024
2024-07-27,Laptop Stand,Electronics,North,5,46.47,0,232.35,123.85,108.5,2024-07,Jul 2024
2024-09-28,Winter Hoodie,Clothing,West,2,56.64,0,113.28,61.35,51.93,2024-09,Sep 2024
2024-12-15,Smart Watch,Electronics,Central,1,163.77,0,163.77,103.85,59.92,2024-12,Dec 2024
2024-07-19,Running Shoes,Clothing,East,5,80.43,0,402.15,225.51,176.64,2024-07,Jul 2024
2024-09-07,Coffee Maker,Home & Kitchen,North,1,82.54,10,74.29,39.83,34.46,2024-09,Sep 2024
2024-10-09,USB-C Hub,Electronics,North,3,36.71,0,110.13,54.72,55.41,2024-10,Oct 2024
2024-10-16,Knife Set,Home & Kitchen,Central,2,42.21,0,84.42,44.6,39.82,2024-10,Oct 2024
2024-06-19,Finance 101,Books,West,5,24.04,5,114.19,71.16,43.03,2024-06,Jun 2024
2024-07-14,Smart Watch,Electronics,East,3,158.18,0,474.54,266.92,207.62,2024-07,Jul 2024
2024-10-31,Smart Watch,Electronics,East,4,159.82,0,639.28,356.04,283.24,2024-10,Oct 2024
2024-07-02,Jump Rope,Sports,Central,3,10.84,10,29.27,13.57,15.7,2024-07,Jul 2024
2024-03-23,Yoga Mat,Sports,North,1,33.54,0,33.54,17.62,15.92,2024-03,Mar 2024
2024-02-11,Jump Rope,Sports,West,2,12.82,0,25.64,15.17,10.47,2024-02,Feb 2024
2024-10-04,Yoga Mat,Sports,West,3,35.94,0,107.82,50.04,57.78,2024-10,Oct 2024
2024-12-06,Gym Gloves,Sports,North,5,16.63,0,83.15,45.34,37.81,2024-12,Dec 2024
2024-02-23,Knife Set,Home & Kitchen,South,2,45.11,0,90.22,57.47,32.75,2024-02,Feb 2024
2024-06-29,Yoga Mat,Sports,West,4,33.52,0,134.08,70.88,63.2,2024-06,Jun 2024
2024-05-04,Blender,Home & Kitchen,West,1,55.04,0,55.04,32.91,22.13,2024-05,May 2024
2024-07-29,Cutting Board,Home & Kitchen,South,2,23.6,0,47.2,30.22,16.98,2024-07,Jul 2024
2024-04-06,USB-C Hub,Electronics,Central,4,32.75,0,131.0,83.78,47.22,2024-04,Apr 2024
2024-03-27,Smart Watch,Electronics,North,5,144.31,0,721.55,352.41,369.14,2024-03,Mar 2024
2024-03-11,Wireless Headphones,Electronics,East,3,94.8,0,284.4,180.54,103.86,2024-03,Mar 2024
2024-08-11,Finance 101,Books,South,2,22.31,0,44.62,27.35,17.27,2024-08,Aug 2024
2024-04-24,Running Shoes,Clothing,South,2,75.97,10,136.75,77.58,59.17,2024-04,Apr 2024
2024-11-15,Blender,Home & Kitchen,West,3,58.31,0,174.93,82.56,92.37,2024-11,Nov 2024
2024-10-04,Yoga Mat,Sports,West,2,33.71,0,67.42,38.56,28.86,2024-10,Oct 2024
2024-04-29,Wireless Headphones,Electronics,North,1,81.7,10,73.53,33.18,40.35,2024-04,Apr 2024
2024-09-29,Running Shoes,Clothing,South,5,76.06,0,380.3,225.49,154.81,2024-09,Sep 2024
2024-05-31,Smart Watch,Electronics,Central,2,150.03,0,300.06,145.0,155.06,2024-05,May 2024
2024-01-14,Resistance Bands,Sports,North,1,18.46,0,18.46,10.16,8.3,2024-01,Jan 2024
2024-07-23,Blender,Home & Kitchen,North,3,54.62,0,163.86,98.12,65.74,2024-07,Jul 2024
2024-06-22,Yoga Mat,Sports,West,4,35.87,5,136.31,66.53,69.78,2024-06,Jun 2024
2024-03-16,Protein Shaker,Sports,East,1,14.44,0,14.44,8.8,5.64,2024-03,Mar 2024
2024-04-27,Self Help Book,Books,West,4,19.1,5,72.58,38.4,34.18,2024-04,Apr 2024
2024-05-23,Smart Watch,Electronics,North,2,151.49,0,302.98,173.86,129.12,2024-05,May 2024
2024-06-02,Running Shoes,Clothing,North,2,76.45,0,152.9,69.63,83.27,2024-06,Jun 2024
2024-09-09,Yoga Pants,Clothing,Central,2,43.66,0,87.32,47.59,39.73,2024-09,Sep 2024
2024-03-18,Jump Rope,Sports,East,2,12.4,0,24.8,13.29,11.51,2024-03,Mar 2024
2024-03-19,Smart Watch,Electronics,Central,5,153.87,5,730.88,409.39,321.49,2024-03,Mar 2024
2024-07-01,Laptop Stand,Electronics,Central,4,46.81,5,177.88,94.93,82.95,2024-07,Jul 2024
2024-05-13,Casual T-Shirt,Clothing,East,5,21.59,0,107.95,55.66,52.29,2024-05,May 2024
2024-03-11,Finance 101,Books,South,3,23.23,5,66.21,30.96,35.25,2024-03,Mar 2024
2024-05-22,Business Strategy,Books,West,3,20.53,0,61.59,34.31,27.28,2024-05,May 2024
2024-06-02,Cutting Board,Home & Kitchen,South,5,26.24,5,124.64,73.65,50.99,2024-06,Jun 2024
2024-01-14,Gym Gloves,Sports,South,2,19.55,0,39.1,19.62,19.48,2024-01,Jan 2024
2024-08-10,Smart Watch,Electronics,North,3,148.47,0,445.41,215.99,229.42,2024-08,Aug 2024
2024-05-11,Cutting Board,Home & Kitchen,East,2,26.14,10,47.05,28.34,18.71,2024-05,May 2024
2024-05-19,Cutting Board,Home & Kitchen,West,1,24.54,0,24.54,11.71,12.83,2024-05,May 2024
2024-01-08,Cutting Board,Home & Kitchen,West,4,22.92,0,91.68,53.33,38.35,2024-01,Jan 2024
2024-08-23,Winter Hoodie,Clothing,West,2,50.27,5,95.51,50.39,45.12,2024-08,Aug 2024
2024-09-02,Smart Watch,Electronics,West,5,148.25,0,741.25,470.03,271.22,2024-09,Sep 2024
2024-10-20,Wireless Headphones,Electronics,East,3,81.62,15,208.13,115.22,92.91,2024-10,Oct 2024
2024-08-07,Air Fryer,Home & Kitchen,South,1,98.14,5,93.23,44.08,49.15,2024-08,Aug 2024
2024-02-01,Wireless Headphones,Electronics,West,2,90.37,0,180.74,82.65,98.09,2024-02,Feb 2024
2024-08-19,Bluetooth Speaker,Electronics,West,1,69.47,0,69.47,37.12,32.35,2024-08,Aug 2024
2024-09-02,Laptop Stand,Electronics,Central,2,43.49,0,86.98,41.0,45.98,2024-09,Sep 2024
2024-06-25,Denim Jacket,Clothing,South,3,64.42,0,193.26,106.94,86.32,2024-06,Jun 2024
2024-07-28,Wireless Headphones,Electronics,South,5,85.26,0,426.3,214.45,211.85,2024-07,Jul 2024
2024-11-04,USB-C Hub,Electronics,Central,1,34.9,10,31.41,17.97,13.44,2024-11,Nov 2024
2024-09-15,Cutting Board,Home & Kitchen,South,2,25.08,0,50.16,30.11,20.05,2024-09,Sep 2024
2024-03-17,Jump Rope,Sports,Central,5,12.25,0,61.25,35.93,25.32,2024-03,Mar 2024
2024-09-10,Jump Rope,Sports,North,4,12.72,0,50.88,28.36,22.52,2024-09,Sep 2024
2024-06-29,USB-C Hub,Electronics,East,2,37.41,0,74.82,43.69,31.13,2024-06,Jun 2024
2024-08-27,Yoga Pants,Clothing,South,4,42.05,0,168.2,83.29,84.91,2024-08,Aug 2024
2024-12-06,Cutting Board,Home & Kitchen,Central,5,23.24,15,98.77,48.58,50.19,2024-12,Dec 2024
2024-04-13,Bluetooth Speaker,Electronics,Central,5,62.63,0,313.15,164.85,148.3,2024-04,Apr 2024
2024-01-12,Running Shoes,Clothing,North,5,81.2,0,406.0,250.06,155.94,2024-01,Jan 2024
2024-04-15,Smart Watch,Electronics,West,5,154.26,0,771.3,491.81,279.49,2024-04,Apr 2024
2024-04-14,Wireless Headphones,Electronics,North,5,96.64,0,483.2,294.56,188.64,2024-04,Apr 2024
2024-06-30,Cutting Board,Home & Kitchen,South,3,23.52,10,63.5,40.24,23.26,2024-06,Jun 2024
2024-04-07,USB-C Hub,Electronics,Central,4,35.9,0,143.6,89.05,54.55,2024-04,Apr 2024
2024-04-14,Air Fryer,Home & Kitchen,South,4,98.79,0,395.16,196.99,198.17,2024-04,Apr 2024
2024-12-19,USB-C Hub,Electronics,North,2,34.09,0,68.18,32.29,35.89,2024-12,Dec 2024
2024-09-02,Protein Shaker,Sports,East,2,15.29,0,30.58,16.33,14.25,2024-09,Sep 2024
2024-08-02,Air Fryer,Home & Kitchen,East,2,107.59,0,215.18,131.15,84.03,2024-08,Aug 2024
2024-08-03,Blender,Home & Kitchen,East,1,57.39,0,57.39,34.98,22.41,2024-08,Aug 2024
2024-07-13,Jump Rope,Sports,Central,1,11.0,5,10.45,5.71,4.74,2024-07,Jul 2024
2024-12-16,Bluetooth Speaker,Electronics,South,4,61.15,5,232.37,130.48,101.89,2024-12,Dec 2024
2024-05-24,USB-C Hub,Electronics,South,2,37.38,0,74.76,42.84,31.92,2024-05,May 2024
2024-11-03,USB-C Hub,Electronics,South,3,34.8,0,104.4,50.45,53.95,2024-11,Nov 2024
2024-02-24,Denim Jacket,Clothing,West,2,59.48,0,118.96,54.78,64.18,2024-02,Feb 2024
2024-05-07,Denim Jacket,Clothing,West,3,60.26,0,180.78,116.11,64.67,2024-05,May 2024
2024-05-24,Cutting Board,Home & Kitchen,North,5,22.6,0,113.0,60.22,52.78,2024-05,May 2024
2024-11-01,Protein Shaker,Sports,North,1,13.84,0,13.84,7.8,6.04,2024-11,Nov 2024
2024-09-22,Self Help Book,Books,East,1,19.42,0,19.42,11.13,8.29,2024-09,Sep 2024
2024-06-30,Jump Rope,Sports,East,1,13.1,0,13.1,7.41,5.69,2024-06,Jun 2024
2024-12-18,Bluetooth Speaker,Electronics,West,1,66.14,5,62.83,33.2,29.63,2024-12,Dec 2024
2024-02-24,Running Shoes,Clothing,South,4,72.25,0,289.0,147.58,141.42,2024-02,Feb 2024
2024-03-27,Protein Shaker,Sports,South,1,13.52,5,12.84,8.21,4.63,2024-03,Mar 2024
2024-10-02,Smart Watch,Electronics,Central,1,134.52,0,134.52,72.64,61.88,2024-10,Oct 2024
2024-09-02,Air Fryer,Home & Kitchen,North,3,93.79,5,267.3,125.47,141.83,2024-09,Sep 2024
2024-07-22,Wireless Headphones,Electronics,Central,4,90.84,0,363.36,203.03,160.33,2024-07,Jul 2024
2024-07-29,Coffee Maker,Home & Kitchen,North,4,73.21,5,278.2,170.66,107.54,2024-07,Jul 2024
2024-09-08,Wireless Headphones,Electronics,South,1,94.02,0,94.02,57.24,36.78,2024-09,Sep 2024
2024-05-27,Blender,Home & Kitchen,South,1,51.56,0,51.56,25.64,25.92,2024-05,May 2024
2024-01-27,USB-C Hub,Electronics,East,4,37.54,0,150.16,84.67,65.49,2024-01,Jan 2024
2024-02-07,Resistance Bands,Sports,South,3,19.58,5,55.8,27.83,27.97,2024-02,Feb 2024
2024-08-07,Protein Shaker,Sports,East,4,16.01,0,64.04,40.2,23.84,2024-08,Aug 2024
2024-11-06,USB-C Hub,Electronics,North,4,37.25,0,149.0,89.32,59.68,2024-11,Nov 2024
2024-06-26,Smart Watch,Electronics,South,2,143.32,15,243.64,129.67,113.97,2024-06,Jun 2024
2024-07-14,Casual T-Shirt,Clothing,Central,1,20.86,0,20.86,9.76,11.1,2024-07,Jul 2024
2024-11-09,Coffee Maker,Home & Kitchen,East,3,74.43,5,212.13,96.75,115.38,2024-11,Nov 2024
2024-01-03,Python Programming,Books,South,2,25.87,0,51.74,28.29,23.45,2024-01,Jan 2024
2024-01-04,Bluetooth Speaker,Electronics,East,2,62.27,0,124.54,61.36,63.18,2024-01,Jan 2024
2024-07-23,Denim Jacket,Clothing,North,3,55.67,5,158.66,99.05,59.61,2024-07,Jul 2024
2024-06-16,Casual T-Shirt,Clothing,North,3,19.07,0,57.21,34.64,22.57,2024-06,Jun 2024
2024-09-29,Gym Gloves,Sports,South,4,17.33,0,69.32,40.92,28.4,2024-09,Sep 2024
2024-12-13,USB-C Hub,Electronics,North,3,37.56,0,112.68,53.79,58.89,2024-12,Dec 2024
2024-08-03,Jump Rope,Sports,South,5,12.46,15,52.96,26.22,26.74,2024-08,Aug 2024
2024-12-18,Knife Set,Home & Kitchen,East,1,47.27,0,47.27,23.87,23.4,2024-12,Dec 2024
2024-11-22,Winter Hoodie,Clothing,East,5,55.76,0,278.8,154.39,124.41,2024-11,Nov 2024
2024-03-06,Laptop Stand,Electronics,South,1,41.62,0,41.62,19.17,22.45,2024-03,Mar 2024
2024-05-24,Casual T-Shirt,Clothing,North,5,21.47,0,107.35,50.59,56.76,2024-05,May 2024
2024-12-05,Python Programming,Books,Central,1,27.66,0,27.66,15.21,12.45,2024-12,Dec 2024
2024-08-26,Data Science Guide,Books,East,5,27.21,0,136.05,63.44,72.61,2024-08,Aug 2024
2024-05-02,Denim Jacket,Clothing,South,4,63.54,0,254.16,119.67,134.49,2024-05,May 2024
2024-06-17,USB-C Hub,Electronics,East,3,37.87,0,113.61,54.06,59.55,2024-06,Jun 2024
2024-11-09,Cutting Board,Home & Kitchen,North,5,22.75,0,113.75,54.27,59.48,2024-11,Nov 2024
2024-08-13,Bluetooth Speaker,Electronics,Central,5,69.35,0,346.75,163.84,182.91,2024-08,Aug 2024
2024-06-27,Cutting Board,Home & Kitchen,Central,4,24.82,0,99.28,56.65,42.63,2024-06,Jun 2024
2024-01-21,Coffee Maker,Home & Kitchen,North,2,72.13,5,137.05,79.39,57.66,2024-01,Jan 2024
2024-04-12,Blender,Home & Kitchen,East,1,59.53,0,59.53,27.26,32.27,2024-04,Apr 2024
2024-03-09,Denim Jacket,Clothing,North,1,59.12,0,59.12,37.58,21.54,2024-03,Mar 2024
2024-03-25,Knife Set,Home & Kitchen,South,1,43.54,10,39.19,25.32,13.87,2024-03,Mar 2024
